Areaname,land_area
"Oneida, WI",1236.11
"Outagamie, WI",644.46
"Ozaukee, WI",1116.3
"Pepin, WI",248.7
"Pierce, WI",591.62
"Polk, WI",956.33
"Portage, WI",822.82
"Price, WI",1278.57
"Racine, WI",791.98
"Richland, WI",589.45
"Rock, WI",726.26
"Rusk, WI",930.96
"St. Croix, WI",735.85
"Sauk, WI",848.51
"Sawyer, WI",1350.44
"Shawano, WI",909.39
"Sheboygan, WI",1271.07
"Taylor, WI",984.58
"Trempealeau, WI",742.05
"Vernon, WI",816.5
"Vilas, WI",1017.92
"Walworth, WI",576.55
"Washburn, WI",853.13
"Washington, WI",435.92
"Waukesha, WI",580.52
"Waupaca, WI",765.38
"Waushara, WI",637.44
"Winnebago, WI",578.75
"Wood, WI",809.51
WYOMING,97818.11
"Albany, WY",4309.03
"Big Horn, WY",3159.1
"Campbell, WY",4801.69
"Carbon, WY",7964.44
"Converse, WY",4265.29
"Crook, WY",2870.61
"Fremont, WY",9266.21
"Goshen, WY",2232.31
"Hot Springs, WY",2006.32
"Johnson, WY",4174.86
"Laramie, WY",2687.82
"Lincoln, WY",4089.23
"Natrona, WY",5375.91
"Niobrara, WY",2627.99
"Park, WY",6968.85
"Platte, WY",2111.02
"Sheridan, WY",2527.14
"Sublette, WY",4935.97
"Sweetwater, WY",10491.73
"Teton, WY",4221.96
"Uinta, WY",2087.66
"Washakie, WY",2242.85
"Weston, WY",2400.13
